Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
4220,4220,South Africa,Diploma,University of Cape Town,HND,Data Analytics,2024-06-30
4221,4221,Ghana,Doctoral Degree,Ashesi University,PhD,Information Technology,2008-06-30
4222,4222,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2002-06-30
4223,4223,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Information Technology,2014-06-30
4224,4224,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2021-06-30
4225,4225,United Kingdom,Master's Degree,University of London,MBA,Information Technology,2025-06-30
4226,4226,Ghana,Diploma,University of Ghana,HND,Information Technology,2003-06-30
4227,4227,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,1994-06-30
4228,4228,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2025-06-30
4229,4229,South Africa,Bachelor's Degree,University of Cape Town,BSc,Business Administration,2006-06-30
4230,4230,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Economics,2002-06-30
4231,4231,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Computer Science,2003-06-30
4232,4232,South Africa,Master's Degree,University of Cape Town,MSc,Business Administration,2025-06-30
4233,4233,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2004-06-30
4234,4234,Ghana,Diploma,Accra Technical University,HND,Business Administration,2001-06-30
4235,4235,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,1991-06-30
4236,4236,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,1997-06-30
4237,4237,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,1993-06-30
4238,4238,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Engineering,1999-06-30
4239,4239,Ghana,Master's Degree,University of Cape Coast,MBA,Data Analytics,2018-06-30
4240,4240,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,2005-06-30
4241,4241,South Africa,Diploma,University of Cape Town,HND,Economics,1989-06-30
4242,4242,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Computer Science,2020-06-30
4243,4243,Ghana,Doctoral Degree,University of Ghana,PhD,Engineering,1989-06-30
4244,4244,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2011-06-30
4245,4245,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2006-06-30
4246,4246,United States,Diploma,Massachusetts Institute of Technology,HND,Information Technology,2021-06-30
4247,4247,United Kingdom,Master's Degree,University of London,MBA,Information Technology,2013-06-30
4248,4248,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Information Technology,2013-06-30
4249,4249,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2014-06-30
4250,4250,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,1988-06-30
4251,4251,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2017-06-30
4252,4252,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2019-06-30
4253,4253,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2000-06-30
4254,4254,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,1998-06-30
4255,4255,Ghana,Master's Degree,University of Ghana,MPhil,Computer Science,2025-06-30
4256,4256,Ghana,Master's Degree,Ashesi University,MSc,Economics,2010-06-30
4257,4257,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Information Technology,1991-06-30
4258,4258,Ghana,Doctoral Degree,University of Ghana,PhD,Economics,2003-06-30
4259,4259,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Engineering,2002-06-30
4260,4260,Ghana,Master's Degree,University of Cape Coast,MBA,Business Administration,2016-06-30
4261,4261,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,1993-06-30
4262,4262,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,1998-06-30
4263,4263,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Data Analytics,2004-06-30
4264,4264,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,2025-06-30
4265,4265,Ghana,Diploma,University of Cape Coast,HND,Economics,2025-06-30
4266,4266,Ghana,Master's Degree,University of Ghana,MSc,Engineering,2025-06-30
4267,4267,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2022-06-30
4268,4268,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2024-06-30
4269,4269,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,1992-06-30
4270,4270,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2004-06-30
4271,4271,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,1989-06-30
4272,4272,Ghana,Doctoral Degree,Accra Technical University,PhD,Economics,1995-06-30
4273,4273,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2025-06-30
4274,4274,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2000-06-30
4275,4275,Ghana,Doctoral Degree,University of Ghana,PhD,Data Analytics,1994-06-30
4276,4276,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2016-06-30
4277,4277,Ghana,Master's Degree,University of Ghana,MA,Data Analytics,2009-06-30
4278,4278,Canada,Master's Degree,University of Toronto,MPhil,Engineering,2005-06-30
4279,4279,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Data Analytics,2004-06-30
4280,4280,Ghana,Doctoral Degree,Ashesi University,PhD,Information Technology,2021-06-30
4281,4281,Ghana,Doctoral Degree,Accra Technical University,PhD,Data Analytics,2019-06-30
4282,4282,Ghana,Doctoral Degree,University of Ghana,PhD,Information Technology,2010-06-30
4283,4283,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,1999-06-30
4284,4284,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2010-06-30
4285,4285,Ghana,Master's Degree,University of Ghana,MA,Business Administration,1999-06-30
4286,4286,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Information Technology,1989-06-30
4287,4287,Canada,Diploma,University of Toronto,HND,Data Analytics,2025-06-30
4288,4288,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,1989-06-30
4289,4289,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Business Administration,1999-06-30
4290,4290,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2025-06-30
4291,4291,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,2013-06-30
4292,4292,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,1991-06-30
4293,4293,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2025-06-30
4294,4294,South Africa,Master's Degree,University of Cape Town,MSc,Business Administration,1992-06-30
4295,4295,South Africa,Bachelor's Degree,University of Cape Town,BSc,Business Administration,2025-06-30
4296,4296,Ghana,Diploma,University of Ghana,HND,Engineering,1999-06-30
4297,4297,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2020-06-30
4298,4298,Canada,Master's Degree,University of Toronto,MSc,Computer Science,2025-06-30
4299,4299,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2005-06-30
4300,4300,Ghana,Master's Degree,Ashesi University,MSc,Economics,2019-06-30
4301,4301,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Information Technology,2019-06-30
4302,4302,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2015-06-30
4303,4303,Ghana,Master's Degree,University of Ghana,MBA,Information Technology,1996-06-30
4304,4304,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2011-06-30
4305,4305,Canada,Master's Degree,University of Toronto,MBA,Data Analytics,2010-06-30
4306,4306,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Engineering,1998-06-30
4307,4307,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,2025-06-30
4308,4308,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Engineering,2017-06-30
4309,4309,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Data Analytics,2016-06-30
4310,4310,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Information Technology,2014-06-30
4311,4311,Ghana,Diploma,Accra Technical University,HND,Business Administration,1994-06-30
4312,4312,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2024-06-30
4313,4313,Ghana,Doctoral Degree,Ashesi University,PhD,Computer Science,2004-06-30
4314,4314,Ghana,Master's Degree,Ashesi University,MSc,Business Administration,2016-06-30
4315,4315,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2023-06-30
4316,4316,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2003-06-30
4317,4317,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2001-06-30
4318,4318,Canada,Master's Degree,University of Toronto,MA,Business Administration,1999-06-30
4319,4319,Ghana,Doctoral Degree,Ashesi University,PhD,Economics,2005-06-30
4320,4320,South Africa,Diploma,University of Cape Town,HND,Data Analytics,2022-06-30
4321,4321,United Kingdom,Bachelor's Degree,University of London,BSc,Data Analytics,2023-06-30
4322,4322,Ghana,Master's Degree,University of Cape Coast,MSc,Computer Science,2003-06-30
4323,4323,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Engineering,2023-06-30
4324,4324,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,1997-06-30
4325,4325,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2000-06-30
4326,4326,Ghana,Master's Degree,University of Cape Coast,MPhil,Engineering,2016-06-30
4327,4327,Ghana,Master's Degree,Accra Technical University,MBA,Business Administration,2004-06-30
4328,4328,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2002-06-30
4329,4329,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,1989-06-30
4330,4330,Ghana,Master's Degree,University of Cape Coast,MSc,Business Administration,2025-06-30
4331,4331,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Business Administration,2019-06-30
4332,4332,Ghana,Diploma,Accra Technical University,HND,Computer Science,2001-06-30
4333,4333,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,1987-06-30
4334,4334,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2016-06-30
4335,4335,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,1997-06-30
4336,4336,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2012-06-30
4337,4337,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,2021-06-30
4338,4338,Canada,Diploma,University of Toronto,HND,Computer Science,1992-06-30
4339,4339,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2016-06-30
4340,4340,Ghana,Diploma,Accra Technical University,HND,Business Administration,2022-06-30
4341,4341,Ghana,Doctoral Degree,University of Cape Coast,PhD,Information Technology,1997-06-30
4342,4342,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Information Technology,1992-06-30
4343,4343,Canada,Bachelor's Degree,University of Toronto,BSc,Business Administration,1995-06-30
4344,4344,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,2021-06-30
4345,4345,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2020-06-30
4346,4346,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2017-06-30
4347,4347,Ghana,Master's Degree,Accra Technical University,MPhil,Computer Science,2004-06-30
4348,4348,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,1997-06-30
4349,4349,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MPhil,Computer Science,2020-06-30
4350,4350,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Economics,1994-06-30
4351,4351,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,1996-06-30
4352,4352,United Kingdom,Doctoral Degree,University of London,PhD,Business Administration,1996-06-30
4353,4353,Canada,Master's Degree,University of Toronto,MBA,Economics,2008-06-30
4354,4354,Ghana,Diploma,University of Ghana,HND,Business Administration,1999-06-30
4355,4355,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,2013-06-30
4356,4356,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Economics,2015-06-30
4357,4357,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2016-06-30
4358,4358,South Africa,Master's Degree,University of Cape Town,MSc,Information Technology,2020-06-30
4359,4359,Ghana,Diploma,Ashesi University,HND,Business Administration,2013-06-30
4360,4360,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Economics,2009-06-30
4361,4361,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Economics,2009-06-30
4362,4362,South Africa,Master's Degree,University of Cape Town,MPhil,Computer Science,2009-06-30
4363,4363,Ghana,Master's Degree,Accra Technical University,MBA,Business Administration,2015-06-30
4364,4364,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2018-06-30
4365,4365,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2016-06-30
4366,4366,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2024-06-30
4367,4367,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,2024-06-30
4368,4368,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Information Technology,2021-06-30
4369,4369,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,2010-06-30
4370,4370,Ghana,Bachelor's Degree,Accra Technical University,BSc,Engineering,2000-06-30
4371,4371,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,2019-06-30
4372,4372,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2009-06-30
4373,4373,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2024-06-30
4374,4374,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2020-06-30
4375,4375,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2025-06-30
4376,4376,Ghana,Master's Degree,Ashesi University,MBA,Data Analytics,1993-06-30
4377,4377,South Africa,Diploma,University of Cape Town,HND,Engineering,1997-06-30
